ra,dec,label
172.791000,34.164800,1
172.826780,58.311580,1
173.121410,3.958090,1
173.289610,9.752470,1
173.686300,28.153760,1
173.688290,36.823010,1
173.958810,0.705810,1
174.062830,-0.387300,1
174.280440,27.104680,1
174.747430,2.812760,1
175.211120,64.826550,1
176.289540,65.896260,1
176.926810,13.808130,1
177.128190,39.426980,1
177.644950,0.958010,1
177.765740,53.027970,1
178.474860,-0.925270,1
178.512510,0.531660,1
178.817730,20.952230,1
178.991180,3.702150,1
179.782600,49.782730,1
179.805310,6.167360,1
179.907870,65.760150,1
179.972460,5.225000,1
180.020740,59.403500,1
180.131930,62.727010,1
180.441540,35.422910,1
180.987270,34.994890,1
181.146320,48.925810,1
181.199640,17.049120,1
181.470340,33.572460,1
181.521550,35.640290,1
181.792710,0.135060,1
181.824220,36.800270,1
181.993000,22.284370,1
182.103680,29.331300,1
182.638790,-1.298780,1
182.787600,49.676020,1
182.893630,38.899740,1
182.929380,60.609710,1
183.355810,57.169300,1
183.694890,0.935060,1
184.071360,56.851440,1
184.267010,33.593290,1
184.612170,46.947950,1
184.631200,42.112360,1
185.076840,6.688780,1
185.200020,36.469680,1
185.575960,1.482520,1
185.955420,2.246990,1
186.128340,36.438550,1
186.306980,60.894380,1
186.661140,-0.187250,1
186.864490,-1.366160,1
188.093180,1.722290,1
188.219240,32.795850,1
188.366760,65.930000,1
188.496370,8.703230,1
189.022040,44.557770,1
189.522000,59.729050,1
189.714790,49.346720,1
189.813850,53.237290,1
190.808270,50.183280,1
190.808450,58.746040,1
190.958400,2.040290,1
191.452450,34.863720,1
191.813790,67.824780,1
192.054790,62.416580,1
192.270870,35.598140,1
192.522350,4.266560,1
192.672940,-0.090430,1
193.335490,46.449580,1
193.515780,49.248010,1
193.546560,49.901310,1
193.692860,38.086070,1
193.938950,23.396670,1
194.819770,55.252000,1
195.102980,-2.485010,1
195.263180,35.376820,1
195.736370,31.455460,1
196.467960,0.324540,1
196.926200,52.044460,1
197.359530,53.691820,1
197.361640,45.715810,1
198.145110,-2.761730,1
198.641760,35.787930,1
199.443140,-2.090620,1
199.592990,-2.395550,1
199.632020,33.343600,1
199.675470,9.259470,1
200.188560,-0.413770,1
201.642020,31.243140,1
201.791730,1.907230,1
201.798020,-2.016400,1
202.314120,2.027910,1
202.399400,-1.509460,1
202.460420,35.609730,1
202.685140,7.441330,1
203.540240,1.679210,1
203.835200,-0.977430,1
203.932530,36.234620,1
204.126380,50.179550,1
204.264800,32.491640,1
204.674340,22.240650,1
205.009670,44.262430,1
205.154420,13.305350,1
205.768990,46.131350,1
205.850030,-3.328730,1
205.875060,51.034480,1
206.081660,51.440140,1
206.199580,45.530210,1
206.291250,32.653000,1
206.465310,42.965350,1
206.950300,40.775760,1
207.015560,45.624580,1
207.057000,13.534390,1
207.298540,36.702770,1
207.494670,-0.189140,1
207.790590,37.486350,1
207.826370,46.048660,1
208.497770,8.757420,1
208.512980,27.110740,1
209.102470,35.136980,1
209.506790,11.892190,1
210.069390,-1.139480,1
210.211560,-2.617200,1
210.495240,43.397450,1
210.635250,31.777450,1
210.704040,7.092900,1
211.972760,28.235860,1
212.464180,-3.276020,1
212.490510,-1.480710,1
213.078670,44.754690,1
213.224660,54.003990,1
213.352320,46.073930,1
213.897750,2.394100,1
214.307630,37.423630,1
214.396300,4.665190,1
214.647480,2.916800,1
215.722820,47.547850,1
216.375790,5.459900,1
216.995520,6.394910,1
217.054410,4.879900,1
217.263550,38.349860,1
217.566880,23.062340,1
217.756900,-0.714350,1
218.139690,6.845730,1
218.218180,39.046090,1
218.868980,3.493600,1
219.301980,31.371650,1
219.310430,37.793500,1
219.317830,28.443480,1
219.323340,39.145790,1
219.561490,42.568330,1
219.872980,-0.188420,1
220.016620,6.326830,1
220.187850,51.259250,1
220.213200,2.737710,1
220.663630,28.665450,1
221.282560,0.241260,1
222.056850,8.126200,1
222.908930,4.026440,1
223.775150,11.855850,1
223.785180,2.342410,1
224.312460,37.626460,1
224.495260,3.488380,1
224.496130,29.845740,1
224.807950,36.014300,1
224.820180,34.242550,1
225.233180,-1.873450,1
225.637410,6.393800,1
226.905740,-2.602190,1
227.573890,12.972480,1
227.825200,27.212410,1
227.865610,3.061300,1
228.280820,3.949750,1
228.381300,4.073800,1
228.423730,29.786200,1
228.440700,31.190300,1
228.934730,12.901890,1
229.045510,21.036250,1
229.522410,32.674920,1
229.594270,10.761840,1
229.616280,42.201740,1
230.185990,39.825090,1
230.688300,42.747520,1
230.744680,1.446530,1
230.919460,3.083510,1
231.259460,34.789870,1
231.323210,40.232690,1
232.035710,35.794980,1
232.874040,32.983200,1
233.279410,20.152050,1
233.291770,27.488950,1
233.374800,7.683920,1
233.489100,7.300650,1
233.759420,34.927330,1
233.760280,10.364000,1
233.792330,29.564430,1
233.998450,39.339450,1
234.310080,45.729910,1
234.391970,46.233030,1
234.735830,8.066310,1
235.105170,21.246010,1
235.914590,31.792070,1
235.989990,10.103750,1
236.130270,32.896160,1
236.373470,25.191070,1
236.499960,46.799270,1
236.642080,8.332870,1
236.928030,1.428060,1
237.025270,19.683430,1
237.173950,7.222230,1
237.174390,4.232610,1
237.922620,35.220820,1
238.013050,5.833810,1
238.038040,43.639400,1
238.097040,32.581940,1
238.243540,20.787200,1
238.249750,21.046350,1
238.338360,35.385020,1
238.379170,20.160870,1
238.419730,24.299940,1
238.608910,20.091020,1
238.667770,36.497770,1
240.011840,32.445720,1
240.198470,33.219640,1
240.412950,41.424820,1
240.524370,17.243840,1
240.525320,7.890330,1
240.795840,43.491390,1
241.139980,11.779580,1
241.278360,9.784790,1
241.801000,15.242240,1
241.875900,56.051530,1
241.981830,9.371930,1
242.418770,3.986240,1
242.434650,7.169410,1
242.513060,54.607750,1
243.017770,31.218830,1
243.186020,29.971160,1
243.926720,23.528870,1
244.089390,14.750840,1
244.297600,6.642620,1
244.553570,29.737940,1
244.762680,54.091420,1
244.777640,6.269930,1
244.993960,30.538070,1
245.018060,9.384360,1
245.025220,9.474870,1
247.044340,41.140020,1
247.121570,43.496810,1
247.251240,8.374710,1
247.276750,17.828340,1
247.483720,27.800040,1
247.791740,38.749280,1
247.997250,0.356590,1
248.010310,32.060940,1
248.238060,24.055350,1
248.363070,26.318100,1
248.569460,-0.675800,1
249.088850,44.402840,1
249.553340,40.474520,1
249.630160,25.423930,1
250.070600,27.296430,1
250.882960,30.809890,1
252.746120,22.880210,1
253.145670,39.625950,1
253.621630,24.127900,1
253.649330,33.047610,1
255.505510,26.213900,1
258.709460,29.235460,1
259.057550,34.498360,1
260.251360,37.741460,1
260.428500,35.744210,1
263.335180,27.406800,1
312.711590,0.199920,1
315.501770,0.083850,1
318.301930,3.624340,1
318.498570,6.791740,1
318.865150,-6.091120,1
320.165660,-0.945640,1
321.243240,-0.111740,1
324.474030,-8.603240,1
324.478000,7.399460,1
324.784330,2.333440,1
325.888860,1.369580,1
326.712310,0.542770,1
326.822680,0.035570,1
331.768830,1.175580,1
332.515340,-0.848520,1
332.686500,24.999460,1
332.867150,5.065960,1
333.594180,18.451250,1
334.856600,27.468480,1
335.674860,0.421740,1
335.717130,18.402170,1
335.812900,-0.401700,1
335.843580,0.771990,1
336.116310,27.290640,1
336.765820,29.559310,1
337.918020,-2.192490,1
338.898920,24.809190,1
339.432270,-1.271700,1
339.770730,-0.683140,1
340.306440,-1.352480,1
341.124770,0.868540,1
341.219940,21.602360,1
342.398560,0.257080,1
342.464860,25.570760,1
342.584440,1.538320,1
343.168230,1.166300,1
343.458740,6.532010,1
343.487570,17.516210,1
343.735080,0.808770,1
344.392160,9.847180,1
346.872810,5.565310,1
346.900710,-0.374260,1
347.288390,7.952630,1
347.733540,1.323120,1
347.764390,0.268690,1
348.151580,-0.701070,1
348.224070,30.738660,1
349.388270,-10.084530,1
349.690940,31.086690,1
352.196520,4.174740,1
354.784240,7.036420,1
359.537270,18.776960,1
163.412227,56.693109,0
23.975236,4.196677,0
259.562655,32.617071,0
151.270374,48.117818,0
336.035438,26.584834,0
185.524254,57.068681,0
235.081526,-2.084838,0
12.486756,4.861883,0
9.835740,29.542216,0
117.009450,25.599446,0
165.485142,22.003280,0
331.276547,24.672726,0
28.376197,8.749043,0
241.405366,50.981555,0
159.405711,27.316737,0
207.619708,28.669207,0
203.344176,32.475703,0
159.040343,66.295450,0
156.818409,2.775460,0
153.704144,54.787933,0
221.056380,38.981711,0
221.348513,43.755012,0
12.906977,19.704489,0
192.505527,62.502728,0
121.706363,48.928350,0
189.969274,46.959562,0
131.458558,38.228107,0
355.596159,8.378696,0
24.266725,23.461006,0
25.677830,10.704924,0
193.311351,38.153142,0
149.072143,6.786874,0
2.130899,28.596886,0
248.278601,31.111398,0
346.149264,9.916295,0
244.623961,45.726609,0
359.964940,12.808220,0
137.554740,57.845475,0
127.480525,46.373519,0
8.398259,17.024175,0
260.379014,58.734645,0
22.616499,19.149718,0
151.092550,28.493544,0
197.277884,31.966719,0
167.479613,0.472345,0
170.378259,19.014741,0
252.159830,30.747915,0
177.652458,31.572070,0
198.224308,27.475014,0
147.176872,43.856719,0
219.805073,50.565748,0
232.972398,8.644675,0
154.895883,41.101169,0
320.724848,-1.064519,0
192.213208,46.398679,0
189.516798,60.748484,0
346.871444,-2.430199,0
137.328867,21.046668,0
337.227654,4.114638,0
17.514614,28.913534,0
128.582992,59.116517,0
348.030551,11.751290,0
257.296663,42.934811,0
220.357005,62.154725,0
139.013401,51.034297,0
206.167148,55.442254,0
236.422552,16.434379,0
173.873165,58.801083,0
127.532708,17.548001,0
328.683526,28.943069,0
127.511225,9.764517,0
162.722927,40.413590,0
333.043313,0.786280,0
163.749919,52.963732,0
155.091546,44.152173,0
130.074494,10.574677,0
25.993316,11.089318,0
21.830941,8.455243,0
182.827502,27.233242,0
56.056030,-7.152223,0
0.462482,20.342518,0
168.165947,1.284716,0
203.161367,41.972529,0
146.177939,15.416575,0
176.642706,4.824950,0
146.561536,39.770217,0
255.440727,43.782855,0
336.678361,1.190000,0
238.297404,24.277660,0
132.184998,7.857090,0
133.258865,48.024639,0
180.753722,51.410723,0
243.206447,5.855702,0
180.178096,25.877205,0
5.073099,22.398290,0
221.577033,60.078682,0
330.434191,9.307097,0
157.734852,-3.188804,0
239.955190,53.850334,0
205.313171,20.969630,0
150.386515,55.885240,0
118.879457,30.132042,0
12.080731,2.925105,0
120.571653,19.714045,0
12.046530,-9.118159,0
187.003962,6.711821,0
220.695569,38.178856,0
40.858225,-0.529232,0
212.619801,66.225821,0
216.918777,2.597903,0
196.581536,64.751601,0
165.911129,35.658740,0
1.281844,29.172766,0
151.510920,3.247032,0
357.396661,20.400722,0
139.656993,50.175298,0
157.227387,34.176991,0
226.649161,11.811673,0
178.346874,26.311397,0
20.251791,33.608177,0
129.000539,37.618366,0
250.638138,42.074559,0
29.879978,25.219286,0
220.125781,16.003421,0
333.237434,13.991838,0
31.323183,0.721211,0
178.124491,6.386565,0
192.813580,45.057858,0
195.384824,43.815821,0
190.924049,9.285319,0
119.825645,13.881906,0
123.230005,34.730283,0
221.966230,56.691192,0
148.192288,30.050192,0
215.595242,46.492632,0
233.743380,57.940460,0
35.546946,5.188542,0
22.351530,25.210277,0
171.238195,14.434319,0
221.728030,34.894971,0
214.796140,13.609507,0
358.140563,33.020411,0
197.552774,23.913364,0
251.216750,35.348433,0
252.637080,38.303620,0
31.050248,16.071727,0
242.036971,57.756703,0
37.322543,-4.579808,0
15.431802,18.056110,0
214.079599,57.116112,0
179.638884,56.667973,0
218.825918,11.479438,0
145.893257,5.177774,0
185.230820,31.798990,0
249.131392,43.296533,0
140.610552,16.455380,0
4.766074,34.302236,0
182.757563,25.152536,0
349.046329,7.354522,0
125.235824,15.983547,0
149.739903,69.529045,0
257.845961,31.270500,0
147.101169,31.572676,0
198.404109,23.095244,0
235.523755,1.111379,0
180.983704,61.934515,0
208.817279,14.588241,0
146.250673,27.587750,0
127.744754,56.492842,0
336.906981,-8.206141,0
150.610445,32.044406,0
224.148996,31.884167,0
152.420426,23.810204,0
131.986487,24.760657,0
175.632740,11.401010,0
161.850499,57.409567,0
159.725468,54.637330,0
155.811712,55.688877,0
201.370019,46.370432,0
216.192710,50.597001,0
197.520228,32.895675,0
141.128141,50.251018,0
358.319209,7.260980,0
194.859180,47.204708,0
122.504288,22.049352,0
249.297539,33.257511,0
166.735356,40.427081,0
152.651041,-2.689598,0
206.869963,39.994025,0
163.700727,32.174188,0
134.280082,40.625315,0
199.437242,59.578652,0
216.240841,12.797087,0
185.695089,26.659033,0
14.681727,19.620869,0
8.178116,0.519702,0
207.562450,5.210350,0
246.853276,46.064184,0
209.966271,56.073394,0
23.272701,23.276073,0
343.478279,31.497333,0
188.534559,31.799464,0
153.330054,57.480958,0
10.894351,13.580187,0
211.641036,9.643816,0
183.818182,60.349707,0
146.753296,6.582217,0
142.899857,60.039291,0
253.587777,35.196887,0
142.322978,30.041668,0
19.872565,-1.818890,0
182.019748,21.189194,0
171.977441,55.039596,0
175.487487,59.063403,0
171.273462,46.883106,0
5.238825,-0.293029,0
138.138148,21.356826,0
173.970377,59.895920,0
226.621833,5.366854,0
235.459600,11.889858,0
157.966981,23.869957,0
158.023884,45.176001,0
2.316937,7.851617,0
237.696932,45.420871,0
139.880292,52.667552,0
11.307201,20.798659,0
228.257734,5.121481,0
223.178544,9.449704,0
147.860677,32.767050,0
184.440684,2.352654,0
190.445444,61.294876,0
251.851964,45.492626,0
115.186221,28.456466,0
245.240890,31.443179,0
119.107115,22.270518,0
163.827261,50.534718,0
171.963647,45.644634,0
151.559206,20.420829,0
351.428719,20.742945,0
125.286558,4.534025,0
31.130311,24.418910,0
320.399429,1.639052,0
201.424999,30.166254,0
120.755138,52.512727,0
138.234197,29.738564,0
238.154447,28.221775,0
248.016507,38.938895,0
169.044509,41.304018,0
325.055932,-1.887314,0
155.289959,37.618837,0
256.879002,38.799962,0
6.443729,18.226957,0
255.156326,36.307058,0
116.360616,19.518798,0
145.078536,30.252777,0
210.396214,28.955188,0
166.078111,2.513585,0
225.689039,40.910357,0
138.474612,33.980277,0
166.549629,58.870455,0
160.748688,15.891015,0
160.669199,48.238364,0
342.317700,5.046296,0
154.569836,14.060369,0
131.030407,51.886394,0
235.104907,50.450138,0
233.210357,46.829685,0
154.216568,35.690767,0
359.648022,-4.179619,0
206.560699,61.021067,0
257.336090,45.040993,0
358.597703,19.635221,0
131.046943,16.158936,0
178.853922,32.484998,0
225.749463,30.836405,0
359.090492,26.570928,0
252.127363,46.996288,0
227.660024,10.350746,0
340.406437,6.990809,0
28.330110,15.543839,0
346.845332,30.210642,0
258.419213,34.016167,0
349.538331,30.597199,0
181.421170,37.116480,0
19.490801,-1.136115,0
172.038376,31.156407,0
351.894723,0.376131,0
38.952910,3.427855,0
2.534157,14.959826,0
134.083590,50.003964,0
242.804604,14.782513,0
185.206745,42.591995,0
195.587849,48.734555,0
196.786526,34.406070,0
245.148476,42.128517,0
28.468961,-2.776640,0
215.519277,38.973021,0
139.610304,8.612414,0
125.749498,7.433221,0
244.339673,40.339376,0
114.894428,23.247413,0
162.620238,33.012845,0
172.576966,36.911456,0
163.169195,34.864893,0
206.866308,35.081889,0
209.815412,5.254894,0
131.456780,27.449047,0
167.907157,7.551646,0
322.017119,4.697672,0
217.616189,25.200282,0
6.691978,24.963893,0
258.828653,37.302291,0
231.993394,22.216270,0
349.342212,30.826192,0
346.396246,34.730203,0
10.943465,30.747856,0
165.959117,14.398704,0
250.145306,23.458671,0
159.028136,59.173404,0
191.508547,4.449562,0
128.032407,39.196343,0
126.101963,13.747208,0
200.140152,22.687667,0
201.796388,1.169371,0
122.356242,29.993343,0
158.404890,28.400254,0
133.260729,20.072694,0
167.333354,11.320649,0
136.678681,52.908052,0
147.971959,42.968194,0
144.511866,11.235470,0
148.443425,24.983971,0
5.681792,32.920684,0
16.034700,29.818246,0
209.712863,56.133143,0
188.219622,41.722901,0
157.698081,51.477991,0
332.199824,25.232100,0
28.137031,32.786491,0
197.771956,51.812565,0
248.605021,30.457639,0
33.638395,13.579808,0
159.617916,44.863161,0
224.424708,25.664421,0
216.886599,60.536144,0
148.595281,29.239045,0
151.842142,33.379209,0
200.495414,52.744769,0
10.602207,-1.026508,0
214.756165,46.611826,0
180.121262,43.641246,0
229.058834,36.462338,0
177.182911,12.271323,0
142.270371,32.880510,0
153.828334,56.481329,0
127.081497,54.904026,0
155.221260,26.103008,0
3.481903,18.615945,0
134.943159,27.759688,0
344.825676,-0.020007,0
117.756595,49.942205,0
348.203460,1.149956,0
11.919447,28.732396,0
166.021243,43.373086,0
128.944186,29.134979,0
354.184309,10.365981,0
209.204488,44.170595,0
208.473276,66.657008,0
341.760098,22.924786,0
236.202118,58.919318,0
240.924296,6.299124,0
224.588837,36.707859,0
241.174420,46.632473,0
319.737862,-0.468911,0
159.379900,24.737227,0
164.309680,10.446037,0
260.006579,54.577566,0
156.248158,44.732091,0
6.097079,21.572536,0
186.414838,55.907484,0
136.794521,48.431106,0
359.290094,19.395956,0
2.115448,1.247824,0
238.967773,22.920275,0
125.004920,12.773190,0
193.741924,57.115094,0
235.685993,52.784797,0
249.254980,25.608449,0
165.272616,-0.032042,0
165.319862,5.830606,0
237.653358,5.630574,0
262.471598,36.479381,0
330.862670,21.365041,0
191.562992,4.255024,0
179.629041,63.167834,0
215.749123,46.911855,0
18.219891,18.110102,0
186.520446,37.874458,0
174.233135,34.543611,0
343.590230,21.304509,0
24.468578,6.240587,0
131.847468,58.956758,0
216.805570,26.161050,0
249.532963,35.785416,0
145.618126,0.434323,0
228.168595,13.752430,0
335.459829,-1.187386,0
167.113645,45.978637,0
340.024197,7.150634,0
23.679452,19.761958,0
248.617291,55.987395,0
197.595147,-2.629844,0
164.133343,62.434051,0
120.370382,11.636033,0
130.646779,4.807408,0
136.654107,53.264586,0
152.580050,14.409136,0
231.638749,31.905629,0
178.114557,62.845229,0
234.470841,49.899023,0
236.643412,51.960688,0
160.768339,52.187931,0
236.817575,51.435176,0
170.308796,49.423802,0
185.538764,46.301151,0
161.263599,45.777247,0
145.042305,1.473249,0
258.714371,40.195380,0
126.295088,37.010726,0
165.742405,6.197982,0
135.462314,13.255728,0
11.466202,-6.393912,0
357.417658,17.809978,0
202.852522,1.421477,0
190.769799,64.989004,0
46.222636,0.758178,0
223.246234,5.627316,0
139.377959,11.019638,0
4.476593,-1.664721,0
139.621621,5.632325,0
208.189128,34.238465,0
211.820836,42.504717,0
198.349214,6.579234,0
260.991661,60.194469,0
152.624746,21.485679,0
147.724122,42.475446,0
28.907911,-7.666167,0
146.166203,3.827808,0
157.395164,46.758454,0
138.179728,1.337065,0
129.492007,35.723088,0
336.354917,28.116980,0
165.230113,23.072552,0
224.338326,39.932364,0
205.761838,28.828854,0
10.401354,13.925915,0
220.211550,52.079450,0
14.977513,-1.050678,0
133.581818,43.357697,0
148.341314,28.984183,0
251.068795,40.217114,0
142.063685,13.770793,0
199.869402,8.244448,0
359.534829,18.586004,0
7.545147,1.706284,0
208.565785,-0.530383,0
166.005925,13.359637,0
141.722056,30.828262,0
354.106003,31.187567,0
21.668847,7.937689,0
6.013171,6.236515,0
234.303788,10.432550,0
222.157038,2.107787,0
181.283039,25.902616,0
30.098143,30.480285,0
127.877570,45.720374,0
195.929206,12.692516,0
200.719114,11.430092,0
178.364595,37.279078,0
202.853052,66.970160,0
194.826561,39.566799,0
171.215222,35.974161,0
222.738520,50.709599,0
159.235309,64.654736,0
158.077113,50.584544,0
128.922514,6.326119,0
128.848178,38.720339,0
350.990122,31.147920,0
2.585153,35.814534,0
160.248591,44.839063,0
174.508089,46.876883,0
335.621435,31.158701,0
178.184311,35.610916,0
32.021049,-9.109889,0
207.638767,47.636059,0
171.085884,55.182005,0
199.261747,10.001617,0
119.308991,36.857298,0
237.058065,49.444016,0
353.112903,29.627349,0
15.987236,4.882185,0
41.635613,0.091400,0
158.821386,57.432080,0
245.838896,11.730120,0
236.928021,45.308848,0
117.735113,44.875909,0
174.968797,33.101084,0
206.411092,53.399251,0
9.745334,1.852247,0
245.739806,35.181310,0
13.636622,-3.777044,0
135.721089,35.776150,0
208.235752,44.859774,0
142.352030,17.764790,0
135.831706,57.028043,0
131.631696,22.706237,0
153.015508,1.354609,0
329.898679,0.970565,0
148.275159,46.783764,0
222.578845,3.869027,0
191.845871,54.628551,0
161.110155,64.899003,0
227.551683,2.228209,0
220.634212,0.515975,0
163.678904,25.674716,0
202.063558,16.698729,0
150.116816,4.590480,0
143.049196,6.687223,0
201.728370,3.582307,0
213.062663,3.314769,0
162.559034,36.625025,0
148.400731,42.452144,0
132.689049,44.528987,0
201.611171,3.441060,0
224.709906,60.209988,0
133.501359,1.791373,0
187.126094,52.431361,0
358.492310,33.182889,0
318.175287,10.423010,0
229.556327,48.416031,0
18.842627,23.451187,0
117.684855,18.726946,0
168.419899,50.160359,0
163.542499,23.527731,0
174.546699,63.185936,0
146.816723,41.337246,0
7.836413,1.281573,0
175.233584,9.299124,0
205.727823,23.864651,0
139.229475,45.164830,0
188.647863,29.436176,0
353.347087,22.027737,0
209.521194,39.588435,0
243.529488,51.565152,0
146.158640,21.337895,0
243.054726,23.353361,0
255.455138,32.432389,0
26.783278,18.575839,0
124.070939,16.611204,0
241.678475,42.963568,0
20.757463,0.056483,0
178.944403,23.412944,0
193.436000,2.723083,0
123.325683,26.903492,0
198.817933,64.189369,0
20.519798,-1.912390,0
358.920364,15.360083,0
114.114347,23.277315,0
157.641716,24.702505,0
194.942717,30.894148,0
212.681021,14.584516,0
125.989207,38.654057,0
229.596070,29.990415,0
218.818810,49.581907,0
158.447353,31.978658,0
204.846789,58.231714,0
165.166662,16.952863,0
336.124397,4.891161,0
38.115527,4.509465,0
26.306920,32.502087,0
178.583634,62.190681,0
193.679809,13.743659,0
10.084337,9.506236,0
144.020678,54.449417,0
187.989871,34.660068,0
131.256022,27.251261,0
220.035417,5.878838,0
224.091047,56.313143,0
28.813826,29.098085,0
137.831096,49.460342,0
351.872924,24.870277,0
326.673430,25.041937,0
155.537254,52.181653,0
224.423041,7.975949,0
147.669671,13.701729,0
